عبارت,فرکانس کل,تعداد پرونده‌ی متمایز,دسته‌ی پیشنهادی,نزدیک‌ترین واژه‌ی موجود (امتیاز),پیشنهاد نهایی,دسته_بازبینی
طرفین ابلاغ,75,57,role,مخاطب (0.69),واژه‌ی جدید,role
هم عرض,79,57,concept,هم‌راهی (0.75),واژه‌ی جدید,concept
همدیگر,64,57,action,همکاری (0.68),واژه‌ی جدید,action
زمان عقد,85,57,object,عقد ازدواج (0.79),واژه‌ی جدید,object
هیچ وجه,73,57,concept,غیرقابل اعمال (0.64),واژه‌ی جدید,concept
مستنداٌ به,76,57,principle,طبق قانون (0.74),واژه‌ی جدید,principle
وعدم,61,57,concept,نبود صلاحیت (0.67),واژه‌ی جدید,concept
انضمام خسارت,69,57,action,جبران خسارت (0.76),واژه‌ی جدید,action
مدت اعتبار,61,57,action,اعاده اعتبار (0.66),واژه‌ی جدید,action
مطالبه مهریه,103,57,action,اقامه دعوی (0.69),واژه‌ی جدید,action
مورد ترافع,86,57,concept,ترصيف (0.64),واژه‌ی جدید,concept
قرارداد مذکور,74,57,object,قرارداد (0.79),واژه‌ی جدید,object
جدایی,75,57,action,جداسازی (0.79),واژه‌ی جدید,action
به ادامه,69,57,object,موصى به (0.69),واژه‌ی جدید,object
جری تشریفات,59,57,concept,صدمات جانی (0.54),واژه‌ی جدید,concept
که نسبت,61,57,concept,نسبت (0.83),واژه‌ی جدید,concept
در فرجه,60,57,action,فرجام (0.64),واژه‌ی جدید,action
دادنامه اعتراض,58,57,action,اعتراض (0.77),واژه‌ی جدید,action
خوانده مبنی,60,57,principle,لحاظ (0.61),واژه‌ی جدید,principle
این شرط,91,57,concept,شرط (0.79),واژه‌ی جدید,concept
موضوع مبایعه,74,57,object,مبایعه‌نامه (0.75),واژه‌ی جدید,object
چگونه,68,57,action,نحوه رسیدگی (0.67),واژه‌ی جدید,action
که وی,68,57,role,موصی له (0.59),واژه‌ی جدید,role
حاضرم,83,57,object,رسید (0.66),واژه‌ی جدید,object
ناحیه زوج,76,57,object,محل (0.56),واژه‌ی جدید,object
به مستندات,60,57,object,مستندات (0.81),واژه‌ی جدید,object
اعتراض وارد,58,57,action,اعتراض (0.90),alias پیشنهادی برای «اعتراض»,action
تحقق شرط,90,57,concept,شرط (0.81),واژه‌ی جدید,concept
رأی موضوع,60,57,object,رأی (0.86),واژه‌ی جدید,object
بدوی بر,57,57,object,برات (0.60),واژه‌ی جدید,object
ایحال,58,56,action,ایقاع (0.68),واژه‌ی جدید,action
فعالیت,115,56,action,تصرف (0.73),واژه‌ی جدید,action
اعلام نظر,68,56,action,پیشنهاد (0.76),واژه‌ی جدید,action
علی ایحال,58,56,action,ایفاء (0.60),واژه‌ی جدید,action
از اعتراض,61,56,action,اعتراض (0.92),alias پیشنهادی برای «اعتراض»,action
عدم وجود,70,56,action,عدم حضور (0.87),واژه‌ی جدید,action
عبارت دیگر,62,56,object,یادداشت (0.62),واژه‌ی جدید,object
انطباق با,57,56,concept,ارتفاق (0.67),واژه‌ی جدید,concept
ازدواج دائم,75,56,concept,ازدواج (0.76),واژه‌ی جدید,concept
موجه نمی,58,56,concept,غیرقابل اثبات (0.67),واژه‌ی جدید,concept
او در,71,56,role,موصی له (0.63),واژه‌ی جدید,REMOVE
در فوق,65,56,concept,خارج از موضوع (0.70),واژه‌ی جدید,concept
صحت ادعای,64,56,concept,ادعا (0.79),واژه‌ی جدید,concept
رسیدگی های,58,56,action,رسیدگی (0.91),alias پیشنهادی برای «رسیدگی»,action
قدرت,86,56,principle,حاکمیت (0.69),واژه‌ی جدید,principle
در مالکیت,72,56,concept,مالکیت (0.85),واژه‌ی جدید,concept
اظهارات شهود,86,56,object,شهادت کتبی (0.76),واژه‌ی جدید,object
که مقرر,57,56,action,برآورد (0.65),واژه‌ی جدید,action
با ردّ,61,56,action,رد (0.81),واژه‌ی جدید,action
ثبت در,71,56,action,ثبت (0.90),alias پیشنهادی برای «ثبت»,action
مصرح,62,56,object,یادداشت (0.68),واژه‌ی جدید,object
احصاء,63,56,concept,وضعیت اقتصادی (0.67),واژه‌ی جدید,concept
نپذیرفته,59,56,action,نفی (0.71),واژه‌ی جدید,action
اشتغال ذمه,65,56,concept,ذمه (0.82),واژه‌ی جدید,concept
تشکیل شده,83,56,action,تأسیس (0.67),واژه‌ی جدید,action
رای وحدت,84,56,object,رای مشورتی (0.77),واژه‌ی جدید,object
اصداری از,59,56,concept,اصیل (0.62),واژه‌ی جدید,concept
دادنامه قطعی,64,56,concept,احکام قطعی (0.78),واژه‌ی جدید,concept
بنای,95,56,action,تأسیس (0.60),واژه‌ی جدید,action
اداره کل,88,56,object,دفتر کل (0.84),واژه‌ی جدید,object
را مطابق,59,56,principle,طبق قانون (0.78),واژه‌ی جدید,principle
ضمنا,63,56,concept,غیرمستقیم (0.67),واژه‌ی جدید,concept
درجلسه,66,56,object,جلسه (0.85),واژه‌ی جدید,object
بدنی,105,56,concept,جزای بدنی (0.73),واژه‌ی جدید,concept
در نقض,58,56,action,نقض (0.88),alias پیشنهادی برای «نقض»,action
داوری را,60,56,action,داوری (0.86),واژه‌ی جدید,action
عینا تایید,56,56,action,تأیید (0.81),واژه‌ی جدید,action
ماحصل,60,56,concept,علت (0.63),واژه‌ی جدید,concept
غیر موجه,57,56,concept,غیرقابل اثبات (0.80),واژه‌ی جدید,concept
تهران صادر,61,56,role,صادرکننده (0.60),واژه‌ی جدید,role
بابت خسارت,86,56,concept,خسارت (0.85),واژه‌ی جدید,concept
نقض رای,67,56,action,نقض (0.79),واژه‌ی جدید,action
قانونی از,59,56,principle,قانونی (0.86),واژه‌ی جدید,principle
مابین طرفین,61,56,action,طی تفاهم (0.72),واژه‌ی جدید,action
دادگستری به,64,56,role,واحد دادگستری (0.75),واژه‌ی جدید,role
کما,68,56,concept,منقص (0.55),واژه‌ی جدید,REMOVE
متصرف,94,56,action,تصرف (0.81),واژه‌ی جدید,action
وی نیز,58,56,concept,هم‌راهی (0.63),واژه‌ی جدید,concept
درب,106,56,concept,حجب (0.62),واژه‌ی جدید,REMOVE
نفقه فرزند,110,56,concept,نفقه (0.77),واژه‌ی جدید,concept
به ترتیب,69,56,principle,طبق قانون (0.67),واژه‌ی جدید,principle
از ایراد,59,56,concept,خارج از موضوع (0.63),واژه‌ی جدید,concept
شهریار,143,56,concept,خیار (0.69),واژه‌ی جدید,concept
هفتم دادگاه,96,56,action,ورود به دادگاه (0.60),واژه‌ی جدید,action
دادگاه بنا,56,56,role,رئیس دادگاه (0.65),واژه‌ی جدید,role
زوجه که,70,56,concept,نفقه (0.60),واژه‌ی جدید,concept
تفهیم,113,56,action,تسهیم (0.72),واژه‌ی جدید,action
انصاری,62,56,object,اعیانی (0.52),واژه‌ی جدید,object
شقوق مندرج,56,56,concept,منقطع (0.62),واژه‌ی جدید,concept
فرزندش,82,56,role,کودک (0.70),واژه‌ی جدید,role
از من,79,56,concept,خارج از موضوع (0.67),واژه‌ی جدید,concept
رفت,92,56,object,رسید (0.67),واژه‌ی جدید,REMOVE
متخصص,76,56,role,مشاور (0.67),واژه‌ی جدید,role
رأی می‌دهد,58,56,object,رأی (0.77),واژه‌ی جدید,object
قصد تبرع,132,56,concept,تبرع (0.90),alias پیشنهادی برای «تبرع»,concept
مهریه خود,86,56,object,ارثیه (0.62),واژه‌ی جدید,object
مستندات رأی,56,56,object,مستندات (0.75),واژه‌ی جدید,object
تنصیف,162,55,action,تنفیذ (0.70),واژه‌ی جدید,action
اعلام اینکه,75,55,action,اعلام ورشکستگی (0.71),واژه‌ی جدید,action
داوران در,65,55,action,داوری (0.79),واژه‌ی جدید,action
ان به,71,55,object,موصى به (0.58),واژه‌ی جدید,object
وکیل به,71,55,role,وکیل (0.86),واژه‌ی جدید,role
دائم بین,59,55,concept,عقد معلق (0.61),واژه‌ی جدید,concept
مبالغ,70,55,object,هزینه (0.75),واژه‌ی جدید,object
از قرارداد,68,55,object,قرارداد (0.85),واژه‌ی جدید,object
رد فرجام,57,55,action,فرجام (0.75),واژه‌ی جدید,action
در مواد,71,55,principle,طبق قانون (0.64),واژه‌ی جدید,principle
تادیه از,84,55,action,تقیید (0.60),واژه‌ی جدید,action
فنی,81,55,concept,فنی بودن دعوی (0.68),واژه‌ی جدید,REMOVE
نسخه,68,55,object,نمونه (0.66),واژه‌ی جدید,object
به ذکر,64,55,action,ذکر (0.84),واژه‌ی جدید,action
انجام دهد,58,55,concept,ایجاد تعهد (0.72),واژه‌ی جدید,concept
مقررات مربوط,68,55,action,وضع مقررات (0.77),واژه‌ی جدید,action
نیازی,74,55,concept,نیاز (0.86),واژه‌ی جدید,concept
با ارجاع,69,55,action,ارجاع (0.87),واژه‌ی جدید,action
اعتراض وکیل,68,55,action,اعتراض (0.83),واژه‌ی جدید,action
ساری,79,55,concept,سب (0.56),واژه‌ی جدید,concept
مانع از,59,55,concept,مانع (0.91),alias پیشنهادی برای «مانع»,concept
بخواسته الزام,59,55,action,الزام (0.79),واژه‌ی جدید,action
نحوی که,60,55,principle,لحاظ (0.62),واژه‌ی جدید,principle
رسیدگی تعیین,65,55,action,رسیدگی (0.89),alias پیشنهادی برای «رسیدگی»,action
طرف دعوی,61,55,action,اقامه دعوی (0.83),واژه‌ی جدید,action
به احراز,59,55,principle,طبق قانون (0.74),واژه‌ی جدید,principle
که زوجین,64,55,concept,ازدواج (0.63),واژه‌ی جدید,concept
از صحت,58,55,concept,صحت (0.76),واژه‌ی جدید,concept
راستا,56,55,concept,جهت‌گیری (0.64),واژه‌ی جدید,concept
عروسی,121,55,concept,ازدواج (0.80),واژه‌ی جدید,concept
اعسار از,94,55,concept,اعسار (0.78),واژه‌ی جدید,concept
صحبت,75,55,action,مذاکره (0.73),واژه‌ی جدید,action
مجبور,60,55,concept,ملزم بودن (0.74),واژه‌ی جدید,concept
نظر این,56,55,role,صاحب‌نظر (0.72),واژه‌ی جدید,REMOVE
موضوع شکایت,66,55,object,شکایت (0.93),alias پیشنهادی برای «شکایت»,object
را فسخ,64,55,action,فسخ (0.90),alias پیشنهادی برای «فسخ»,action
وکالت الف,63,55,concept,وکالت (0.81),واژه‌ی جدید,concept
ردیف سوم,102,55,role,ثالث (0.68),واژه‌ی جدید,REMOVE
از فوت,82,55,concept,موت (0.68),واژه‌ی جدید,concept
چهارصد,89,55,object,ماده 147 (0.53),واژه‌ی جدید,object
دلالت دارد,59,55,concept,صراحت (0.73),واژه‌ی جدید,concept
پرداخته,65,55,action,پرداخت (0.76),واژه‌ی جدید,action
جواب,130,55,action,رد (0.80),واژه‌ی جدید,action
تحریر,69,55,action,تحریر ترکه (0.76),واژه‌ی جدید,action
لیست,110,55,action,جمع‌بندی (0.61),واژه‌ی جدید,action
که جهت,61,55,concept,جهت‌گیری (0.69),واژه‌ی جدید,concept
تجدیدنظرخواسته تأیید,56,55,action,تأیید (0.81),واژه‌ی جدید,action
را تکرار,70,55,action,یادآوری (0.69),واژه‌ی جدید,action
نیا,61,55,role,نایب (0.62),واژه‌ی جدید,REMOVE
به اسامی,63,55,object,نام (0.74),واژه‌ی جدید,object
رفتم,104,55,object,رسید (0.66),واژه‌ی جدید,object
لوایح دفاعیه,55,55,action,لایحه دفاعیه (0.84),واژه‌ی جدید,action
حکم تمکین,86,55,action,تمکین (0.83),واژه‌ی جدید,action
تجدیدنظرخواسته مطابق,55,55,object,رای تجدیدنظر (0.77),واژه‌ی جدید,object
فرهبد,59,55,object,موهوبه (0.50),واژه‌ی جدید,object
فوق را,58,54,concept,تجاوز (0.60),واژه‌ی جدید,concept
با وارد,60,54,action,ورود اطلاعات (0.71),واژه‌ی جدید,action
مساعی,57,54,object,حق‌السعی (0.66),واژه‌ی جدید,object
مذکور نیز,57,54,object,تبصره (0.64),واژه‌ی جدید,object
مثل,66,54,object,نمونه (0.67),واژه‌ی جدید,REMOVE
سوی تجدیدنظرخواه,55,54,concept,تجدیدنظر (0.80),واژه‌ی جدید,concept
کشور می,56,54,object,مایملک (0.57),واژه‌ی جدید,object
دادگاه نموده,64,54,role,محکوم‌علیه (0.70),واژه‌ی جدید,role
ماهیتی,63,54,concept,ماهیت (0.89),alias پیشنهادی برای «ماهیت»,concept
مفاد قرارداد,70,54,object,قرارداد (0.78),واژه‌ی جدید,object
وکیل خواندگان,124,54,role,وکیل (0.69),واژه‌ی جدید,role
تأخیر در,100,54,concept,تأخیر (0.96),alias پیشنهادی برای «تأخیر»,concept
دنبال,65,54,action,تعقیب (0.85),واژه‌ی جدید,action
اتمام,70,54,action,ایفای تعهد (0.66),واژه‌ی جدید,action
طبق نظر,63,54,principle,طبق قانون (0.82),واژه‌ی جدید,principle
این مرجع,59,54,action,ارجاع (0.64),واژه‌ی جدید,action
حادث,61,54,concept,خسارت وارده (0.78),واژه‌ی جدید,concept
ارسالی,61,54,concept,اطلاق (0.67),واژه‌ی جدید,concept
صورتمجلس,79,54,object,گزارش مالی (0.69),واژه‌ی جدید,object
مفید,68,54,role,جد (0.64),واژه‌ی جدید,role
بازپرسی,91,54,role,بازپرس (0.92),alias پیشنهادی برای «بازپرس»,role
کذب,69,54,action,نفی (0.69),واژه‌ی جدید,REMOVE
قضات,63,54,principle,قضائی (0.77),واژه‌ی جدید,principle
خواسته نقض,56,54,action,نقض (0.81),واژه‌ی جدید,action
نامه های,85,54,object,وصیت‌نامه (0.72),واژه‌ی جدید,object
